ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
106	P2	2	Apelin signaling pathway	['n22', 'n64', 'n65']	['KLF2', 'NOS1', 'NOS2', 'NOS3', 'C00533']
107	P2	2	Apelin signaling pathway	['n25', 'n38']	['PPARGC1A', 'UCP1']
108	P2	2	Apelin signaling pathway	['n25', 'n27']	['PPARGC1A', 'NRF1']
109	P2	2	Apelin signaling pathway	['n25', 'n26']	['PPARGC1A', 'TFAM']
110	P2	2	Apelin signaling pathway	['n44', 'n11']	['MAPK1', 'MAPK3', 'RPS6KB1', 'RPS6KB2']
111	P2	3	Apelin signaling pathway	['n44', 'n53', 'n54']	['MAPK1', 'MAPK3', 'EGR1', 'SPP1']
112	P2	2	Apelin signaling pathway	['n44', 'n56']	['MAPK1', 'MAPK3', 'JAG1']
113	P2	2	Apelin signaling pathway	['n45', 'n47']	['MEF2B', 'MEF2A', 'BORCS8-MEF2B', 'MEF2C', 'MEF2D', 'KLF2']
114	P2	3	Apelin signaling pathway	['n46', 'n45', 'n47']	['HDAC5', 'HDAC4', 'MEF2B', 'MEF2A', 'BORCS8-MEF2B', 'MEF2C', 'MEF2D', 'KLF2']
115	P2	2	Apelin signaling pathway	['n53', 'n54']	['EGR1', 'SPP1']
116	P2	2	Apelin signaling pathway	['n59', 'n62']	['SMAD4', 'CDH1']
117	P2	2	Apelin signaling pathway	['n59', 'n24']	['SMAD4', 'CCN2']
118	P2	2	Apelin signaling pathway	['n59', 'n61']	['SMAD4', 'ACTA2']
119	P2	3	Apelin signaling pathway	['n60', 'n59', 'n62']	['SMAD2', 'SMAD3', 'SMAD4', 'CDH1']
120	P2	3	Apelin signaling pathway	['n60', 'n59', 'n24']	['SMAD2', 'SMAD3', 'SMAD4', 'CCN2']
121	P2	3	Apelin signaling pathway	['n60', 'n59', 'n61']	['SMAD2', 'SMAD3', 'SMAD4', 'ACTA2']
122	P2	2	Apelin signaling pathway	['n84', 'n34']	['NOTCH3', 'JAG1', 'CCND1']
123	P2	2	Apelin signaling pathway	['n85', 'n4', 'n80']	['SMAD4', 'SMAD2', 'SMAD3', 'SPHK2', 'SPHK1', 'C06124']
124	P2	2	Apelin signaling pathway	['n85', 'n61']	['SMAD4', 'SMAD2', 'SMAD3', 'ACTA2']
125	P2	2	Apelin signaling pathway	['n85', 'n24']	['SMAD4', 'SMAD2', 'SMAD3', 'CCN2']
126	P2	2	Apelin signaling pathway	['n85', 'n62']	['SMAD4', 'SMAD2', 'SMAD3', 'CDH1']
127	P1	6	Apoptosis	['n42', 'n37', 'n115', 'n116', 'n117', 'n118']	['IL3', 'CSF2RB', 'IL3RA', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
128	P1	8	Apoptosis	['n42', 'n37', 'n30', 'n98', 'n97', 'n26', 'n28', 'n19', 'n16']	['IL3', 'CSF2RB', 'IL3RA', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'CHUK', 'IKBKB', 'IKBKG', 'NFKBIA', 'NFKB1', 'RELA']
129	P1	8	Apoptosis	['n43', 'n38', 'n30', 'n98', 'n97', 'n26', 'n28', 'n19', 'n16']	['NGF', 'NTRK1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'PDPK1', 'AKT3', 'AKT1', 'AKT2', 'CHUK', 'IKBKB', 'IKBKG', 'NFKBIA', 'NFKB1', 'RELA']
130	P1	6	Apoptosis	['n43', 'n38', 'n115', 'n116', 'n117', 'n118']	['NGF', 'NTRK1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
131	P1	5	Apoptosis	['n44', 'n39', 'n121', 'n23', 'n398']	['TNF', 'TNFRSF1A', 'FADD', 'TRADD', 'CASP8', 'CASP7', 'CASP3', 'CASP6']
132	P1	7	Apoptosis	['n44', 'n39', 'n122', 'n80', 'n78', 'n79', 'n395']	['TNF', 'TNFRSF1A', 'TRAF2', 'RIPK1', 'TRADD', 'DAB2IP', 'MAP3K5', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN', 'FOS', 'JUN']
133	P1	7	Apoptosis	['n44', 'n39', 'n122', 'n27', 'n28', 'n19', 'n16']	['TNF', 'TNFRSF1A', 'TRAF2', 'RIPK1', 'TRADD', 'MAP3K14', 'CHUK', 'IKBKB', 'IKBKG', 'NFKBIA', 'NFKB1', 'RELA']
134	P1	5	Apoptosis	['n46', 'n40', 'n36', 'n23', 'n398']	['TNFSF10', 'TNFRSF10B', 'TNFRSF10A', 'FADD', 'CASP8', 'CASP7', 'CASP3', 'CASP6']
135	P1	5	Apoptosis	['n47', 'n41', 'n36', 'n23', 'n398']	['FASLG', 'FAS', 'FADD', 'CASP8', 'CASP7', 'CASP3', 'CASP6']
136	P1	6	Apoptosis	['n47', 'n41', 'n77', 'n78', 'n79', 'n395']	['FASLG', 'FAS', 'DAXX', 'MAP3K5', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN', 'FOS', 'JUN']
137	P2	2	Apoptosis	['n6', 'n396', 'n401']	['TP53', 'PMAIP1', 'BBC3', 'FAS', 'TNFRSF10B', 'TNFRSF10A', 'TP53AIP1', 'APAF1', 'BID', 'BAK1', 'BAX', 'PIDD1', 'Apoptosis']
138	P2	2	Apoptosis	['n16', 'n384', 'n383']	['NFKB1', 'RELA', 'BCL2A1', 'GADD45G', 'GADD45A', 'GADD45B', 'TRAF1', 'TRAF2', 'BCL2L1', 'BIRC2', 'BIRC3', 'XIAP', 'BIRC5', 'PTPN13', 'CFLAR', 'Survival']
139	P2	7	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n52']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
140	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n13', 'n52']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
141	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n13', 'n105']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'ACTB', 'ACTG1']
142	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n18', 'n105']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'ACTB', 'ACTG1']
143	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n18', 'n51']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'LMNB1', 'LMNA', 'LMNB2']
144	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n14', 'n4']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'DFFA']
145	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n14', 'n105']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'ACTB', 'ACTG1']
146	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n14', 'n50']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'SPTA1', 'SPTAN1']
147	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n21', 'n12', 'n14', 'n52']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
148	P2	5	Apoptosis	['n94', 'n91', 'n76', 'n74', 'n387', 'n399', 'n400', 'n379']	['ATF4', 'DDIT3', 'BCL2L1', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'ENDOG', 'AIFM1', 'DNA Fragmentation', 'Apoptosis']
149	P2	7	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n52']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
150	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n13', 'n52']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
151	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n13', 'n105']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'ACTB', 'ACTG1']
152	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n18', 'n105']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'ACTB', 'ACTG1']
153	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n18', 'n51']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'LMNB1', 'LMNA', 'LMNB2']
154	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n14', 'n4']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'DFFA']
155	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n14', 'n105']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'ACTB', 'ACTG1']
156	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n14', 'n50']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'SPTA1', 'SPTAN1']
157	P2	8	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n21', 'n12', 'n14', 'n52']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
158	P2	5	Apoptosis	['n94', 'n91', 'n76', 'n75', 'n387', 'n399', 'n400', 'n379']	['ATF4', 'DDIT3', 'BCL2L1', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'ENDOG', 'AIFM1', 'DNA Fragmentation', 'Apoptosis']
159	P2	7	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n52']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
160	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n13', 'n52']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
161	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n13', 'n105']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'ACTB', 'ACTG1']
162	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n18', 'n105']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'ACTB', 'ACTG1']
163	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n18', 'n51']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'LMNB1', 'LMNA', 'LMNB2']
164	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n14', 'n4']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'DFFA']
165	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n14', 'n105']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'ACTB', 'ACTG1']
166	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n14', 'n50']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'SPTA1', 'SPTAN1']
167	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n21', 'n12', 'n14', 'n52']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
168	P2	5	Apoptosis	['n94', 'n91', 'n9', 'n74', 'n387', 'n399', 'n400', 'n379']	['ATF4', 'DDIT3', 'BCL2', 'BAX', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'ENDOG', 'AIFM1', 'DNA Fragmentation', 'Apoptosis']
169	P2	7	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n52']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
170	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n13', 'n52']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
171	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n13', 'n105']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP7', 'ACTB', 'ACTG1']
172	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n18', 'n105']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'ACTB', 'ACTG1']
173	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n18', 'n51']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP6', 'LMNB1', 'LMNA', 'LMNB2']
174	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n14', 'n4']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'DFFA']
175	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n14', 'n105']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'ACTB', 'ACTG1']
176	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n14', 'n50']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'SPTA1', 'SPTAN1']
177	P2	8	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n21', 'n12', 'n14', 'n52']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'CYCS', 'CASP9', 'CASP3', 'PARP4', 'PARP3', 'PARP2', 'PARP1']
178	P2	5	Apoptosis	['n94', 'n91', 'n9', 'n75', 'n387', 'n399', 'n400', 'n379']	['ATF4', 'DDIT3', 'BCL2', 'BAK1', 'Bax/Bak induced mitochondrial outer membrane permeabilization (MOMP)', 'ENDOG', 'AIFM1', 'DNA Fragmentation', 'Apoptosis']
179	P2	2	Apoptosis	['n118', 'n119', 'n383']	['MAPK1', 'MAPK3', 'BCL2', 'Survival']
180	P2	2	Apoptosis	['n398', 'n391', 'n393']	['CASP7', 'CASP3', 'CASP6', 'LMNB1', 'LMNA', 'LMNB2', 'SPTA1', 'SPTAN1', 'ACTB', 'ACTG1', 'MCL1', 'TUBA3D', 'TUBA8', 'TUBA4A', 'TUBA1C', 'TUBAL3', 'TUBA3C', 'TUBA3E', 'TUBA1A', 'TUBA1B', 'PARP4', 'PARP3', 'PARP2', 'PARP1', 'DFFB', 'DFFA', 'Apoptosis']
181	P2	2	Apoptosis	['n395', 'n382', 'n402']	['JUN', 'FOS', 'JUN', 'HRK', 'FAS', 'TP53', 'FASLG', 'BCL2L11', 'Apoptosis']
182	P2	3	Apoptosis	['n395', 'n6', 'n396', 'n401']	['JUN', 'FOS', 'JUN', 'TP53', 'PMAIP1', 'BBC3', 'FAS', 'TNFRSF10B', 'TNFRSF10A', 'TP53AIP1', 'APAF1', 'BID', 'BAK1', 'BAX', 'PIDD1', 'Apoptosis']
183	P2	9	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n288']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'ATG2A', 'ATG2B']
184	P2	10	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n283', 'n346']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'RB1CC1', 'ATG16L1', 'ATG16L2']
185	P2	10	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n282', 'n305']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'ATG13', 'ATG9B', 'ATG9A']
186	P2	12	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n282', 'n312', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'ATG13', 'ATG14', 'NRBF2', 'PIK3C3', 'C01194']
187	P2	13	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n282', 'n352', 'n308', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'ATG13', 'VMP1', 'BECN2', 'BECN1', 'NRBF2', 'PIK3C3', 'C01194']
188	P2	12	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n282', 'n352', 'n308', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'ATG13', 'VMP1', 'BECN2', 'BECN1', 'PIK3C3', 'C01194']
189	P2	11	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n312', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'ATG14', 'NRBF2', 'PIK3C3', 'C01194']
190	P2	11	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n308', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'BECN2', 'BECN1', 'NRBF2', 'PIK3C3', 'C01194']
191	P2	10	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n308', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'BECN2', 'BECN1', 'PIK3C3', 'C01194']
192	P2	12	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n301', 'n308', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'AMBRA1', 'BECN2', 'BECN1', 'NRBF2', 'PIK3C3', 'C01194']
193	P2	11	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n301', 'n308', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'AMBRA1', 'BECN2', 'BECN1', 'PIK3C3', 'C01194']
194	P2	9	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n280', 'n279', 'n281', 'n364']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'PPP2CA', 'PPP2CB', 'ULK1', 'ULK2', 'SMCR8']
195	P2	7	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n281', 'n288']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'ULK1', 'ULK2', 'ATG2A', 'ATG2B']
196	P2	8	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n281', 'n283', 'n346']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'ULK1', 'ULK2', 'RB1CC1', 'ATG16L1', 'ATG16L2']
197	P2	8	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n281', 'n282', 'n305']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'ULK1', 'ULK2', 'ATG13', 'ATG9B', 'ATG9A']
198	P2	10	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n281', 'n282', 'n312', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'ULK1', 'ULK2', 'ATG13', 'ATG14', 'NRBF2', 'PIK3C3', 'C01194']
199	P2	11	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n281', 'n282', 'n352', 'n308', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'ULK1', 'ULK2', 'ATG13', 'VMP1', 'BECN2', 'BECN1', 'NRBF2', 'PIK3C3', 'C01194']
200	P2	10	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n281', 'n282', 'n352', 'n308', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'ULK1', 'ULK2', 'ATG13', 'VMP1', 'BECN2', 'BECN1', 'PIK3C3', 'C01194']
201	P2	9	Autophagy - animal	['n266', 'n267', 'n380', 'n272', 'n381', 'n281', 'n312', 'n310', 'n311', 'n8']	['HIF1A', 'DDIT4', 'TSC2', 'TSC1', 'RHEB', 'RPTOR', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'ULK1', 'ULK2', 'ATG14', 'NRBF2', 'PIK3C3', 'C01194']
