ULRID	C1-R1-TFs-ids	C1-R1-TFs-genes	C1-R1-ids	C1-R1-genes	C1-R1-PW	C1-R1-ID	C1-R1-TYPE	SocektPairs_TF	SocketPairs_Ligand
408	NA	NA	NA	NA	NA	NA	NA	SMARCA4	FGF20
409	NA	NA	NA	NA	NA	NA	NA	WT1	FGF20
410	NA	NA	NA	NA	NA	NA	NA	TEAD4	FGF20
411	NA	NA	NA	NA	NA	NA	NA	MEF2A	FGF20
412	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF20
413	NA	NA	NA	NA	NA	NA	NA	EZH2	FGF20
414	NA	NA	NA	NA	NA	NA	NA	RNF2	FGF20
415	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF20
416	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF20
417	NA	NA	NA	NA	NA	NA	NA	POU3F2	FGF20
418	NA	NA	NA	NA	NA	NA	NA	SOX11	FGF20
419	NA	NA	NA	NA	NA	NA	NA	TP63	FGF22
420	NA	NA	NA	NA	NA	NA	NA	MYC	FGF22
421	NA	NA	NA	NA	NA	NA	NA	EGR1	FGF22
422	NA	NA	NA	NA	NA	NA	NA	ZFX	FGF22
423	NA	NA	NA	NA	NA	NA	NA	PPARD	FGF22
424	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF22
425	NA	NA	NA	NA	NA	NA	NA	TBX5	FGF22
426	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF22
427	NA	NA	NA	NA	NA	NA	NA	SREBF1	FGF22
428	NA	NA	NA	NA	NA	NA	NA	AR	MMP2
429	NA	NA	NA	NA	NA	NA	NA	SMAD4	MMP2
430	NA	NA	NA	NA	NA	NA	NA	MYC	MMP2
431	NA	NA	NA	NA	NA	NA	NA	SPI1	MMP2
432	NA	NA	NA	NA	NA	NA	NA	NANOG	MMP2
433	NA	NA	NA	NA	NA	NA	NA	POU5F1	MMP2
434	NA	NA	NA	NA	NA	NA	NA	EGR1	MMP2
435	NA	NA	NA	NA	NA	NA	NA	MITF	MMP2
436	NA	NA	NA	NA	NA	NA	NA	TP53	MMP2
437	NA	NA	NA	NA	NA	NA	NA	GATA2	MMP2
438	NA	NA	NA	NA	NA	NA	NA	SETDB1	MMP2
439	NA	NA	NA	NA	NA	NA	NA	PPARD	MMP2
440	NA	NA	NA	NA	NA	NA	NA	TET1	MMP2
441	NA	NA	NA	NA	NA	NA	NA	SALL4	MMP2
442	NA	NA	NA	NA	NA	NA	NA	TBX3	MMP2
443	NA	NA	NA	NA	NA	NA	NA	RARG	MMP2
444	NA	NA	NA	NA	NA	NA	NA	AR	FGF6
445	NA	NA	NA	NA	NA	NA	NA	RUNX1	FGF6
446	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF6
447	NA	NA	NA	NA	NA	NA	NA	GATA1	FGF6
448	NA	NA	NA	NA	NA	NA	NA	GATA2	FGF6
449	NA	NA	NA	NA	NA	NA	NA	SETDB1	FGF6
450	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF6
451	NA	NA	NA	NA	NA	NA	NA	PRDM14	FGF6
452	NA	NA	NA	NA	NA	NA	NA	SCLY	FGF6
453	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF6
454	NA	NA	NA	NA	NA	NA	NA	PBX1	FGF6
455	NA	NA	NA	NA	NA	NA	NA	NFE2L2	FGF23
456	NA	NA	NA	NA	NA	NA	NA	MYC	FGF23
457	NA	NA	NA	NA	NA	NA	NA	GATA1	FGF23
458	NA	NA	NA	NA	NA	NA	NA	GATA2	FGF23
459	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF23
460	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF23
461	NA	NA	NA	NA	NA	NA	NA	ZIC3	FGF23
462	NA	NA	NA	NA	NA	NA	NA	NA	ANOS1
463	NA	NA	NA	NA	NA	NA	NA	AR	FGF2
464	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF2
465	NA	NA	NA	NA	NA	NA	NA	POU5F1	FGF2
466	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF2
467	NA	NA	NA	NA	NA	NA	NA	TP53	FGF2
468	NA	NA	NA	NA	NA	NA	NA	PPARG	FGF2
469	NA	NA	NA	NA	NA	NA	NA	ERG	FGF2
470	NA	NA	NA	NA	NA	NA	NA	TAL1	FGF2
471	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF2
472	NA	NA	NA	NA	NA	NA	NA	SRY	FGF2
473	NA	NA	NA	NA	NA	NA	NA	ESR1	FGF2
474	NA	NA	NA	NA	NA	NA	NA	NR3C1	FGF2
475	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF2
476	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF2
477	NA	NA	NA	NA	NA	NA	NA	BACH1	FGF2
478	NA	NA	NA	NA	NA	NA	NA	CDX2	FGF2
479	NA	NA	NA	NA	NA	NA	NA	SREBF2	FGF2
480	NA	NA	NA	NA	NA	NA	NA	GATA3	FGF2
481	NA	NA	NA	NA	NA	NA	NA	THRA	FGF2
482	NA	NA	NA	NA	NA	NA	NA	SALL1	FGF2
483	NA	NA	NA	NA	NA	NA	NA	ZNF217	FGF10
484	NA	NA	NA	NA	NA	NA	NA	PAX3	FGF10
485	NA	NA	NA	NA	NA	NA	NA	CEBPD	FGF10
486	NA	NA	NA	NA	NA	NA	NA	NFE2L2	FGF10
487	NA	NA	NA	NA	NA	NA	NA	STAT3	FGF10
488	NA	NA	NA	NA	NA	NA	NA	SMAD4	FGF10
489	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF10
490	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF10
491	NA	NA	NA	NA	NA	NA	NA	TCF3	FGF10
492	NA	NA	NA	NA	NA	NA	NA	TP53	FGF10
493	NA	NA	NA	NA	NA	NA	NA	PPARG	FGF10
494	NA	NA	NA	NA	NA	NA	NA	YAP1	FGF10
495	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF10
496	NA	NA	NA	NA	NA	NA	NA	ZNF281	FGF10
497	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF10
498	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF10
499	NA	NA	NA	NA	NA	NA	NA	CEBPD	FGF7
500	NA	NA	NA	NA	NA	NA	NA	NFE2L2	FGF7
501	NA	NA	NA	NA	NA	NA	NA	AR	FGF7
502	NA	NA	NA	NA	NA	NA	NA	SMAD4	FGF7
503	NA	NA	NA	NA	NA	NA	NA	CREB1	FGF7
504	NA	NA	NA	NA	NA	NA	NA	TP53	FGF7
505	NA	NA	NA	NA	NA	NA	NA	PPARG	FGF7
506	NA	NA	NA	NA	NA	NA	NA	GATA2	FGF7
507	NA	NA	NA	NA	NA	NA	NA	OLIG2	FGF7
508	NA	NA	NA	NA	NA	NA	NA	SMARCA4	FGF7
509	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF7
510	NA	NA	NA	NA	NA	NA	NA	SOX17	FGF7
511	NA	NA	NA	NA	NA	NA	NA	LMO2	FGF7
512	NA	NA	NA	NA	NA	NA	NA	POU3F2	FGF7
513	NA	NA	NA	NA	NA	NA	NA	GBX2	FGF7
514	NA	NA	NA	NA	NA	NA	NA	AR	FGF18
515	NA	NA	NA	NA	NA	NA	NA	TCF4	FGF18
516	NA	NA	NA	NA	NA	NA	NA	FLI1	FGF18
517	NA	NA	NA	NA	NA	NA	NA	RUNX1	FGF18
518	NA	NA	NA	NA	NA	NA	NA	MYC	FGF18
519	NA	NA	NA	NA	NA	NA	NA	KLF4	FGF18
520	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF18
521	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF18
522	NA	NA	NA	NA	NA	NA	NA	TCF3	FGF18
523	NA	NA	NA	NA	NA	NA	NA	EGR1	FGF18
524	NA	NA	NA	NA	NA	NA	NA	TP53	FGF18
525	NA	NA	NA	NA	NA	NA	NA	REST	FGF18
526	NA	NA	NA	NA	NA	NA	NA	FOXP1	FGF18
527	NA	NA	NA	NA	NA	NA	NA	CNOT3	FGF18
528	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF18
529	NA	NA	NA	NA	NA	NA	NA	SRY	FGF18
530	NA	NA	NA	NA	NA	NA	NA	ESR1	FGF18
531	NA	NA	NA	NA	NA	NA	NA	YAP1	FGF18
532	NA	NA	NA	NA	NA	NA	NA	WT1	FGF18
533	NA	NA	NA	NA	NA	NA	NA	RUNX2	FGF18
534	NA	NA	NA	NA	NA	NA	NA	SCLY	FGF18
535	NA	NA	NA	NA	NA	NA	NA	MYBL2	FGF18
536	NA	NA	NA	NA	NA	NA	NA	GATA4	FGF18
537	NA	NA	NA	NA	NA	NA	NA	TBX5	FGF18
538	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF18
539	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF18
540	NA	NA	NA	NA	NA	NA	NA	ESRRB	FGF18
541	NA	NA	NA	NA	NA	NA	NA	JUN	FGF18
542	NA	NA	NA	NA	NA	NA	NA	NR0B1	FGF18
543	NA	NA	NA	NA	NA	NA	NA	SREBF2	FGF18
544	NA	NA	NA	NA	NA	NA	NA	RARG	FGF18
545	NA	NA	NA	NA	NA	NA	NA	NFE2L2	FGF11
546	NA	NA	NA	NA	NA	NA	NA	TP63	FGF11
547	NA	NA	NA	NA	NA	NA	NA	SIN3B	FGF11
548	NA	NA	NA	NA	NA	NA	NA	EOMES	FGF11
549	NA	NA	NA	NA	NA	NA	NA	FOXP1	FGF11
550	NA	NA	NA	NA	NA	NA	NA	TET1	FGF11
551	NA	NA	NA	NA	NA	NA	NA	SOX9	FGF11
552	NA	NA	NA	NA	NA	NA	NA	SRY	FGF11
553	NA	NA	NA	NA	NA	NA	NA	WT1	FGF11
554	NA	NA	NA	NA	NA	NA	NA	ZNF281	FGF11
555	NA	NA	NA	NA	NA	NA	NA	MYBL2	FGF11
556	NA	NA	NA	NA	NA	NA	NA	MECOM	FGF11
557	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF11
558	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF11
559	NA	NA	NA	NA	NA	NA	NA	SREBF2	FGF11
560	NA	NA	NA	NA	NA	NA	NA	THRA	FGF11
561	NA	NA	NA	NA	NA	NA	NA	STAT3	FGF19
562	NA	NA	NA	NA	NA	NA	NA	E2F1	FGF19
563	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF19
564	NA	NA	NA	NA	NA	NA	NA	POU5F1	FGF19
565	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF19
566	NA	NA	NA	NA	NA	NA	NA	FOXA2	FGF19
567	NA	NA	NA	NA	NA	NA	NA	HNF4A	FGF19
568	NA	NA	NA	NA	NA	NA	NA	RCOR3	FGF19
569	NA	NA	NA	NA	NA	NA	NA	SOX9	FGF19
570	NA	NA	NA	NA	NA	NA	NA	SRY	FGF19
571	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF19
572	NA	NA	NA	NA	NA	NA	NA	TFCP2L1	FGF19
573	NA	NA	NA	NA	NA	NA	NA	TCF7	FGF19
574	NA	NA	NA	NA	NA	NA	NA	CTCF	FGF19
575	NA	NA	NA	NA	NA	NA	NA	RAD21	FGF19
576	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF19
577	NA	NA	NA	NA	NA	NA	NA	EED	FGF19
578	NA	NA	NA	NA	NA	NA	NA	PHC1	FGF19
579	NA	NA	NA	NA	NA	NA	NA	EZH2	FGF19
580	NA	NA	NA	NA	NA	NA	NA	RNF2	FGF19
581	NA	NA	NA	NA	NA	NA	NA	JARID2	FGF19
582	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF19
583	NA	NA	NA	NA	NA	NA	NA	CTNNB1	FGF19
584	NA	NA	NA	NA	NA	NA	NA	JUN	FGF19
585	NA	NA	NA	NA	NA	NA	NA	HSF1	FGF19
586	NA	NA	NA	NA	NA	NA	NA	BCL3	FGF19
587	NA	NA	NA	NA	NA	NA	NA	DNAJC2	FGF19
588	NA	NA	NA	NA	NA	NA	NA	SMAD4	FGF5
589	NA	NA	NA	NA	NA	NA	NA	RUNX1	FGF5
590	NA	NA	NA	NA	NA	NA	NA	MYC	FGF5
591	NA	NA	NA	NA	NA	NA	NA	SPI1	FGF5
592	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF5
593	NA	NA	NA	NA	NA	NA	NA	POU5F1	FGF5
594	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF5
595	NA	NA	NA	NA	NA	NA	NA	TCF3	FGF5
596	NA	NA	NA	NA	NA	NA	NA	EGR1	FGF5
597	NA	NA	NA	NA	NA	NA	NA	TP53	FGF5
598	NA	NA	NA	NA	NA	NA	NA	GATA1	FGF5
599	NA	NA	NA	NA	NA	NA	NA	GATA2	FGF5
600	NA	NA	NA	NA	NA	NA	NA	RCOR3	FGF5
601	NA	NA	NA	NA	NA	NA	NA	SIN3B	FGF5
602	NA	NA	NA	NA	NA	NA	NA	SETDB1	FGF5
603	NA	NA	NA	NA	NA	NA	NA	TFAP2C	FGF5
604	NA	NA	NA	NA	NA	NA	NA	CUX1	FGF5
605	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF5
606	NA	NA	NA	NA	NA	NA	NA	EED	FGF5
607	NA	NA	NA	NA	NA	NA	NA	PHC1	FGF5
608	NA	NA	NA	NA	NA	NA	NA	EZH2	FGF5
609	NA	NA	NA	NA	NA	NA	NA	RNF2	FGF5
610	NA	NA	NA	NA	NA	NA	NA	JARID2	FGF5
611	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF5
612	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF5
613	NA	NA	NA	NA	NA	NA	NA	JUN	FGF5
614	NA	NA	NA	NA	NA	NA	NA	EWSR1	FGF5
615	NA	NA	NA	NA	NA	NA	NA	NR0B1	FGF5
616	NA	NA	NA	NA	NA	NA	NA	ZIC3	FGF5
617	NA	NA	NA	NA	NA	NA	NA	PAX3	FGF8
618	NA	NA	NA	NA	NA	NA	NA	SMAD4	FGF8
619	NA	NA	NA	NA	NA	NA	NA	RUNX1	FGF8
620	NA	NA	NA	NA	NA	NA	NA	MYC	FGF8
621	NA	NA	NA	NA	NA	NA	NA	KLF4	FGF8
622	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF8
623	NA	NA	NA	NA	NA	NA	NA	EGR1	FGF8
624	NA	NA	NA	NA	NA	NA	NA	TP53	FGF8
625	NA	NA	NA	NA	NA	NA	NA	SIN3B	FGF8
626	NA	NA	NA	NA	NA	NA	NA	EOMES	FGF8
627	NA	NA	NA	NA	NA	NA	NA	PPARD	FGF8
628	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF8
629	NA	NA	NA	NA	NA	NA	NA	CCND1	FGF8
630	NA	NA	NA	NA	NA	NA	NA	YY1	FGF8
631	NA	NA	NA	NA	NA	NA	NA	TBX5	FGF8
632	NA	NA	NA	NA	NA	NA	NA	EED	FGF8
633	NA	NA	NA	NA	NA	NA	NA	PHC1	FGF8
634	NA	NA	NA	NA	NA	NA	NA	EZH2	FGF8
635	NA	NA	NA	NA	NA	NA	NA	RNF2	FGF8
636	NA	NA	NA	NA	NA	NA	NA	JARID2	FGF8
637	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF8
638	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF8
639	NA	NA	NA	NA	NA	NA	NA	RELA	FGF8
640	NA	NA	NA	NA	NA	NA	NA	STAT3	FGF13
641	NA	NA	NA	NA	NA	NA	NA	SMAD4	FGF13
642	NA	NA	NA	NA	NA	NA	NA	RUNX1	FGF13
643	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF13
644	NA	NA	NA	NA	NA	NA	NA	TCF3	FGF13
645	NA	NA	NA	NA	NA	NA	NA	MITF	FGF13
646	NA	NA	NA	NA	NA	NA	NA	SOX9	FGF13
647	NA	NA	NA	NA	NA	NA	NA	SRY	FGF13
648	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF13
649	NA	NA	NA	NA	NA	NA	NA	SMAD3	FGF13
650	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF13
651	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF13
652	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF13
653	NA	NA	NA	NA	NA	NA	NA	TFAP2A	FGF13
654	NA	NA	NA	NA	NA	NA	NA	JUN	FGF13
655	NA	NA	NA	NA	NA	NA	NA	BACH1	FGF13
656	NA	NA	NA	NA	NA	NA	NA	AHR	FGF3
657	NA	NA	NA	NA	NA	NA	NA	ARNT	FGF3
658	NA	NA	NA	NA	NA	NA	NA	MYC	FGF3
659	NA	NA	NA	NA	NA	NA	NA	KLF4	FGF3
660	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF3
661	NA	NA	NA	NA	NA	NA	NA	POU5F1	FGF3
662	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF3
663	NA	NA	NA	NA	NA	NA	NA	EGR1	FGF3
664	NA	NA	NA	NA	NA	NA	NA	TP53	FGF3
665	NA	NA	NA	NA	NA	NA	NA	HNF4A	FGF3
666	NA	NA	NA	NA	NA	NA	NA	GATA2	FGF3
667	NA	NA	NA	NA	NA	NA	NA	TET1	FGF3
668	NA	NA	NA	NA	NA	NA	NA	CNOT3	FGF3
669	NA	NA	NA	NA	NA	NA	NA	FOXO3	FGF3
670	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF3
671	NA	NA	NA	NA	NA	NA	NA	KLF1	FGF3
672	NA	NA	NA	NA	NA	NA	NA	RUNX2	FGF3
673	NA	NA	NA	NA	NA	NA	NA	TBX5	FGF3
674	NA	NA	NA	NA	NA	NA	NA	TCF7	FGF3
675	NA	NA	NA	NA	NA	NA	NA	EED	FGF3
676	NA	NA	NA	NA	NA	NA	NA	PHC1	FGF3
677	NA	NA	NA	NA	NA	NA	NA	EZH2	FGF3
678	NA	NA	NA	NA	NA	NA	NA	RNF2	FGF3
679	NA	NA	NA	NA	NA	NA	NA	JARID2	FGF3
680	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF3
681	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF3
682	NA	NA	NA	NA	NA	NA	NA	CTNNB1	FGF3
683	NA	NA	NA	NA	NA	NA	NA	CDX2	FGF3
684	NA	NA	NA	NA	NA	NA	NA	DROSHA	FGF3
685	NA	NA	NA	NA	NA	NA	NA	AR	FGF17
686	NA	NA	NA	NA	NA	NA	NA	SMAD4	FGF17
687	NA	NA	NA	NA	NA	NA	NA	TP63	FGF17
688	NA	NA	NA	NA	NA	NA	NA	SPI1	FGF17
689	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF17
690	NA	NA	NA	NA	NA	NA	NA	POU5F1	FGF17
691	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF17
692	NA	NA	NA	NA	NA	NA	NA	TCF3	FGF17
693	NA	NA	NA	NA	NA	NA	NA	RCOR3	FGF17
694	NA	NA	NA	NA	NA	NA	NA	SIN3B	FGF17
695	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF17
696	NA	NA	NA	NA	NA	NA	NA	KLF1	FGF17
697	NA	NA	NA	NA	NA	NA	NA	TFCP2L1	FGF17
698	NA	NA	NA	NA	NA	NA	NA	SMAD3	FGF17
699	NA	NA	NA	NA	NA	NA	NA	RAD21	FGF17
700	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF17
701	NA	NA	NA	NA	NA	NA	NA	SMAD1	FGF17
702	NA	NA	NA	NA	NA	NA	NA	PAX3	HSPG2
703	NA	NA	NA	NA	NA	NA	NA	TP63	HSPG2
704	NA	NA	NA	NA	NA	NA	NA	CREB1	HSPG2
705	NA	NA	NA	NA	NA	NA	NA	FLI1	HSPG2
706	NA	NA	NA	NA	NA	NA	NA	RUNX1	HSPG2
707	NA	NA	NA	NA	NA	NA	NA	SPI1	HSPG2
708	NA	NA	NA	NA	NA	NA	NA	POU5F1	HSPG2
709	NA	NA	NA	NA	NA	NA	NA	EGR1	HSPG2
710	NA	NA	NA	NA	NA	NA	NA	MITF	HSPG2
711	NA	NA	NA	NA	NA	NA	NA	TP53	HSPG2
712	NA	NA	NA	NA	NA	NA	NA	PPARG	HSPG2
713	NA	NA	NA	NA	NA	NA	NA	FOXA2	HSPG2
714	NA	NA	NA	NA	NA	NA	NA	HNF4A	HSPG2
715	NA	NA	NA	NA	NA	NA	NA	GATA1	HSPG2
716	NA	NA	NA	NA	NA	NA	NA	GATA2	HSPG2
717	NA	NA	NA	NA	NA	NA	NA	KDM5B	HSPG2
718	NA	NA	NA	NA	NA	NA	NA	RCOR3	HSPG2
719	NA	NA	NA	NA	NA	NA	NA	SIN3B	HSPG2
720	NA	NA	NA	NA	NA	NA	NA	PPARD	HSPG2
721	NA	NA	NA	NA	NA	NA	NA	EP300	HSPG2
722	NA	NA	NA	NA	NA	NA	NA	DMRT1	HSPG2
723	NA	NA	NA	NA	NA	NA	NA	PRDM14	HSPG2
724	NA	NA	NA	NA	NA	NA	NA	ATF3	HSPG2
725	NA	NA	NA	NA	NA	NA	NA	PBX1	HSPG2
726	NA	NA	NA	NA	NA	NA	NA	RELA	HSPG2
727	NA	NA	NA	NA	NA	NA	NA	VDR	FGF14
728	NA	NA	NA	NA	NA	NA	NA	ELK1	FGF14
729	NA	NA	NA	NA	NA	NA	NA	AR	FGF14
730	NA	NA	NA	NA	NA	NA	NA	STAT3	FGF14
731	NA	NA	NA	NA	NA	NA	NA	TCF4	FGF14
732	NA	NA	NA	NA	NA	NA	NA	TP63	FGF14
733	NA	NA	NA	NA	NA	NA	NA	E2F1	FGF14
734	NA	NA	NA	NA	NA	NA	NA	FLI1	FGF14
735	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF14
736	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF14
737	NA	NA	NA	NA	NA	NA	NA	MITF	FGF14
738	NA	NA	NA	NA	NA	NA	NA	TP53	FGF14
739	NA	NA	NA	NA	NA	NA	NA	RCOR3	FGF14
740	NA	NA	NA	NA	NA	NA	NA	SIN3B	FGF14
741	NA	NA	NA	NA	NA	NA	NA	REST	FGF14
742	NA	NA	NA	NA	NA	NA	NA	PPARD	FGF14
743	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF14
744	NA	NA	NA	NA	NA	NA	NA	NR3C1	FGF14
745	NA	NA	NA	NA	NA	NA	NA	RUNX2	FGF14
746	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF14
747	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF14
748	NA	NA	NA	NA	NA	NA	NA	TFAP2A	FGF14
749	NA	NA	NA	NA	NA	NA	NA	POU3F2	FGF14
750	NA	NA	NA	NA	NA	NA	NA	RCOR1	FGF14
751	NA	NA	NA	NA	NA	NA	NA	BACH1	FGF14
752	NA	NA	NA	NA	NA	NA	NA	HOXC9	FGF9
753	NA	NA	NA	NA	NA	NA	NA	VDR	FGF9
754	NA	NA	NA	NA	NA	NA	NA	FOXP3	FGF9
755	NA	NA	NA	NA	NA	NA	NA	AR	FGF9
756	NA	NA	NA	NA	NA	NA	NA	STAT3	FGF9
757	NA	NA	NA	NA	NA	NA	NA	TP63	FGF9
758	NA	NA	NA	NA	NA	NA	NA	RUNX1	FGF9
759	NA	NA	NA	NA	NA	NA	NA	SPI1	FGF9
760	NA	NA	NA	NA	NA	NA	NA	POU5F1	FGF9
761	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF9
762	NA	NA	NA	NA	NA	NA	NA	TCF3	FGF9
763	NA	NA	NA	NA	NA	NA	NA	TP53	FGF9
764	NA	NA	NA	NA	NA	NA	NA	FOXA2	FGF9
765	NA	NA	NA	NA	NA	NA	NA	KDM5B	FGF9
766	NA	NA	NA	NA	NA	NA	NA	E2F4	FGF9
767	NA	NA	NA	NA	NA	NA	NA	RCOR3	FGF9
768	NA	NA	NA	NA	NA	NA	NA	SIN3B	FGF9
769	NA	NA	NA	NA	NA	NA	NA	REST	FGF9
770	NA	NA	NA	NA	NA	NA	NA	FOXP1	FGF9
771	NA	NA	NA	NA	NA	NA	NA	TRIM28	FGF9
772	NA	NA	NA	NA	NA	NA	NA	SRY	FGF9
773	NA	NA	NA	NA	NA	NA	NA	EP300	FGF9
774	NA	NA	NA	NA	NA	NA	NA	ESR1	FGF9
775	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF9
776	NA	NA	NA	NA	NA	NA	NA	TEAD4	FGF9
777	NA	NA	NA	NA	NA	NA	NA	RUNX2	FGF9
778	NA	NA	NA	NA	NA	NA	NA	CUX1	FGF9
779	NA	NA	NA	NA	NA	NA	NA	TBX5	FGF9
780	NA	NA	NA	NA	NA	NA	NA	BMI1	FGF9
781	NA	NA	NA	NA	NA	NA	NA	EED	FGF9
782	NA	NA	NA	NA	NA	NA	NA	PHC1	FGF9
783	NA	NA	NA	NA	NA	NA	NA	EZH2	FGF9
784	NA	NA	NA	NA	NA	NA	NA	RNF2	FGF9
785	NA	NA	NA	NA	NA	NA	NA	JARID2	FGF9
786	NA	NA	NA	NA	NA	NA	NA	MTF2	FGF9
787	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF9
788	NA	NA	NA	NA	NA	NA	NA	CTNNB1	FGF9
789	NA	NA	NA	NA	NA	NA	NA	EWSR1	FGF9
790	NA	NA	NA	NA	NA	NA	NA	DNAJC2	FGF9
791	NA	NA	NA	NA	NA	NA	NA	RCOR2	FGF9
792	NA	NA	NA	NA	NA	NA	NA	TP63	FGF21
793	NA	NA	NA	NA	NA	NA	NA	MYC	FGF21
794	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF21
795	NA	NA	NA	NA	NA	NA	NA	SETDB1	FGF21
796	NA	NA	NA	NA	NA	NA	NA	SOX9	FGF21
797	NA	NA	NA	NA	NA	NA	NA	PRDM14	FGF21
798	NA	NA	NA	NA	NA	NA	NA	CUX1	FGF21
799	NA	NA	NA	NA	NA	NA	NA	SUZ12	FGF21
800	NA	NA	NA	NA	NA	NA	NA	CEBPB	FGF21
801	NA	NA	NA	NA	NA	NA	NA	THRA	FGF21
802	NA	NA	NA	NA	NA	NA	NA	AR	FGF1
803	NA	NA	NA	NA	NA	NA	NA	TCF4	FGF1
804	NA	NA	NA	NA	NA	NA	NA	SMAD4	FGF1
805	NA	NA	NA	NA	NA	NA	NA	TP63	FGF1
806	NA	NA	NA	NA	NA	NA	NA	NANOG	FGF1
807	NA	NA	NA	NA	NA	NA	NA	POU5F1	FGF1
808	NA	NA	NA	NA	NA	NA	NA	SOX2	FGF1
809	NA	NA	NA	NA	NA	NA	NA	MITF	FGF1
810	NA	NA	NA	NA	NA	NA	NA	TP53	FGF1
811	NA	NA	NA	NA	NA	NA	NA	PPARG	FGF1
812	NA	NA	NA	NA	NA	NA	NA	FOXA2	FGF1
813	NA	NA	NA	NA	NA	NA	NA	SIN3B	FGF1
814	NA	NA	NA	NA	NA	NA	NA	SETDB1	FGF1
815	NA	NA	NA	NA	NA	NA	NA	SOX9	FGF1
816	NA	NA	NA	NA	NA	NA	NA	SRY	FGF1
817	NA	NA	NA	NA	NA	NA	NA	SMARCA4	FGF1
818	NA	NA	NA	NA	NA	NA	NA	SALL4	FGF1
819	NA	NA	NA	NA	NA	NA	NA	SMAD2	FGF1
820	NA	NA	NA	NA	NA	NA	NA	SMAD3	FGF1
821	NA	NA	NA	NA	NA	NA	NA	FOXP2	FGF1
822	NA	NA	NA	NA	NA	NA	NA	BACH1	FGF1
823	NA	NA	NA	NA	NA	NA	NA	NACC1	FGF1
824	NA	NA	NA	NA	NA	NA	NA	NR0B1	FGF1
825	NA	NA	NA	NA	NA	NA	NA	GATA3	FGF1
